# Time-averaged data for fix particle_msd
# TimeStep c_particle_msd[4]
17500 162.111
17600 162.078
17700 162.91
17800 164.251
17900 164.649
18000 165.036
18100 165.531
18200 166.346
18300 166.71
18400 167.815
18500 168.932
18600 170.021
18700 171.157
18800 171.753
18900 172.197
19000 173.098
19100 173.443
19200 173.843
19300 174.623
19400 175.625
19500 175.867
19600 176.251
19700 178.042
19800 177.979
19900 179.251
20000 180.927
20100 182.465
20200 183.4
20300 183.56
20400 183.768
20500 185.497
20600 186.751
20700 186.009
20800 187.337
20900 187.836
21000 189.022
21100 189.868
21200 190.106
21300 191.867
21400 193.358
21500 194.788
21600 195.548
21700 196.088
21800 196.666
21900 197.965
22000 198.968
22100 199.39
22200 199.75
22300 199.661
22400 199.691
22500 200.459
22600 200.342
22700 201.287
22800 203.014
22900 203.838
23000 204.568
23100 204.874
23200 205.714
23300 206.587
23400 207.442
23500 207.676
23600 209.632
23700 211.798
23800 212.169
23900 214.567
24000 214.45
24100 215.207
24200 215.305
24300 216.124
24400 218.353
24500 219.534
24600 221.146
24700 221.782
24800 223.194
24900 223.266
25000 223.063
25100 224.399
25200 225.792
25300 226.175
25400 226.232
25500 227.172
25600 227.439
25700 228.703
25800 229.66
25900 229.963
26000 230.358
26100 232.107
26200 232.445
26300 233.116
26400 233.574
26500 233.956
26600 233.652
26700 235.387
26800 236.262
26900 236.192
27000 236.931
27100 237.456
27200 238.021
27300 239.068
27400 240.644
27500 241.649
27600 241.981
27700 242.575
27800 243.367
27900 243.635
28000 245.274
28100 247.001
28200 247.753
28300 249.229
28400 250.518
28500 251.162
28600 253.011
28700 252.94
28800 255.667
28900 256.752
29000 256.938
29100 257.248
29200 258.84
29300 260.316
29400 261.306
29500 261.519
29600 262.002
29700 262.698
29800 263.241
29900 264.133
30000 265.722
30100 266.05
30200 266.797
30300 267.962
30400 270.132
30500 272.743
30600 273.807
30700 275.004
30800 277.328
30900 277.699
31000 277.471
31100 278.757
31200 279.991
31300 280.137
31400 282.047
31500 282.76
31600 285.261
31700 285.678
31800 287.164
31900 287.791
32000 289.157
32100 289.509
32200 289.726
32300 291.444
32400 291.849
32500 293.153
32600 292.309
32700 293.975
32800 295.539
32900 296.612
33000 298.106
33100 299.586
33200 301.066
33300 302.263
33400 303.58
33500 304.183
33600 305.866
33700 308.097
33800 310.786
33900 311.532
34000 313.289
34100 314.139
34200 314.886
34300 316.305
34400 317.903
34500 319.603
34600 320.231
34700 321.346
34800 321.391
34900 320.765
35000 322.058
35100 324.668
35200 326.478
35300 327.187
35400 327.39
35500 328.036
35600 328.368
35700 329.507
35800 330.647
35900 331.218
36000 331.007
36100 331.856
36200 334.106
36300 336.555
36400 338.08
36500 339.514
36600 340.519
36700 341.538
36800 339.681
36900 341.535
37000 344.002
37100 344.989
37200 346.734
37300 346.601
37400 347.064
37500 346.9
37600 347.963
37700 349.716
37800 350.986
37900 352.582
38000 352.213
38100 353.858
38200 354.345
38300 355.26
38400 357.202
38500 358.239
38600 359.566
38700 359.293
38800 360.983
38900 362.737
39000 365.201
39100 367.391
39200 369.219
39300 370.456
39400 371.733
39500 370.62
39600 373.229
39700 374.809
39800 375.116
39900 375.245
40000 377.595
40100 378.524
40200 379.084
40300 377.984
40400 378.832
40500 378.954
40600 379.556
40700 379.597
40800 380.568
40900 381.819
41000 383.011
41100 383.099
41200 384.676
41300 385.257
41400 386.334
41500 386.91
41600 388.221
41700 390.735
41800 391.566
41900 392.133
42000 393.153
42100 393.268
42200 394.319
42300 396.757
42400 397.911
42500 399.502
42600 399.203
42700 399.457
42800 401.308
42900 402.183
43000 404.633
43100 405.551
43200 406.954
43300 406.424
43400 406.676
43500 407.146
43600 408.14
43700 409.952
43800 411.864
43900 413.733
44000 414.541
44100 416.144
44200 417.823
44300 418.194
44400 419.994
44500 420.866
44600 420.939
44700 422.007
44800 423.861
44900 425.494
45000 425.234
45100 428.006
45200 428.47
45300 427.949
45400 428.843
45500 429.023
45600 428.793
45700 431.11
45800 433.374
45900 435.163
46000 435.934
46100 436.583
46200 437.204
46300 438.597
46400 439.51
46500 439.68
46600 441.604
46700 443.226
46800 443.118
46900 445.376
47000 444.446
47100 444.082
47200 445.564
47300 446.956
47400 449.478
47500 451.631
47600 453.125
47700 453.274
47800 453.678
47900 455.107
48000 455.34
48100 455.202
48200 458.542
48300 459.348
48400 461.753
48500 461.996
48600 462.155
48700 462.106
48800 464.226
48900 465.246
49000 466.035
49100 468.928
49200 469.765
49300 471.221
49400 471.374
49500 471.623
49600 472.666
49700 472.457
49800 473.002
49900 473.224
50000 474.832
50100 476.385
50200 478.132
50300 480.989
50400 483.471
50500 483.736
50600 484.13
50700 485.401
50800 485.959
50900 487.325
51000 488.028
51100 488.312
51200 489.199
51300 491.165
51400 494.476
51500 495.709
51600 495.103
51700 495.529
51800 496.696
51900 498.189
52000 499.1
52100 498.555
52200 498.262
52300 499.218
52400 499.794
52500 500.433
52600 501.435
52700 503.389
52800 504.831
52900 506.861
53000 507.779
53100 509.725
53200 510.931
53300 513.617
53400 514.621
53500 516.047
53600 519.106
53700 520.082
53800 521.424
53900 523.249
54000 524.75
54100 523.95
54200 524.137
54300 524.467
54400 527.087
54500 526.702
54600 526.532
54700 525.708
54800 526.587
54900 527.311
55000 529.024
55100 530.281
55200 531.246
55300 530.76
55400 533.007
55500 535.905
55600 537.096
55700 539.676
55800 542.088
55900 543.236
56000 543.317
56100 545.782
56200 548.06
56300 547.405
56400 546.983
56500 548.186
56600 549.233
56700 550.052
56800 549.495
56900 550.815
57000 551.952
57100 554.519
57200 556.026
57300 557.369
57400 560.216
57500 562.402
57600 562.189
57700 562.295
57800 562.789
57900 565.378
58000 566.626
58100 568.966
58200 568.707
58300 569.06
58400 569.92
58500 571.464
58600 574.331
58700 576.009
58800 578.13
58900 578.78
59000 580.211
59100 581.567
59200 582.644
59300 582.603
59400 582.879
59500 583.362
59600 584.542
59700 582.59
59800 583.08
59900 582.889
60000 582.962
60100 581.548
60200 582.959
60300 585.861
60400 585.967
60500 587.973
60600 588.327
60700 590.276
60800 592.074
60900 593.058
61000 594.349
61100 594.342
61200 593.807
61300 596.096
61400 598.438
61500 601.564
61600 601.867
61700 602.665
61800 603.61
61900 604.18
62000 605.454
62100 607.16
62200 606.334
62300 605.759
62400 606.096
62500 607.937
62600 610.231
62700 608.638
62800 607.186
62900 608.097
63000 609.039
63100 610.324
63200 612.453
63300 613.382
63400 614.165
63500 614.707
63600 613.581
63700 614.888
63800 616.658
63900 619.945
64000 622.283
64100 622.322
64200 622.157
64300 621.584
64400 622.361
64500 623.209
64600 624.102
64700 625.457
64800 627.118
64900 627.132
65000 628.252
65100 630.972
65200 632.811
65300 635.27
65400 634.938
65500 635.305
65600 636.4
65700 636.913
65800 638.685
65900 638.119
66000 639.244
66100 641.037
66200 641.474
66300 642.896
66400 643.687
66500 643.961
66600 644.798
66700 645.774
66800 645.851
66900 645.339
67000 646.867
67100 647.007
67200 646.621
67300 648.676
67400 649.341
67500 650.26
67600 653.407
67700 654.263
67800 654.421
67900 654.875
68000 652.871
68100 653.637
68200 654.189
68300 656.255
68400 658.728
68500 658.306
68600 659.307
68700 660.02
68800 661.029
68900 662.526
69000 662.685
69100 663.089
69200 663.971
69300 665.611
69400 665.165
69500 664.884
69600 665.073
69700 664.993
69800 663.488
69900 664.992
70000 663.973
70100 664.863
70200 666.983
70300 668.079
70400 669.379
70500 668.387
70600 669.441
70700 671.476
70800 671.819
70900 673.865
71000 676.434
71100 677.067
71200 677.256
71300 678.694
71400 677.685
71500 679.267
71600 681.482
71700 682.154
71800 683.645
71900 684.067
72000 686.986
72100 688.172
72200 689.315
72300 689.252
72400 690.611
72500 693.737
72600 694.07
72700 693.836
72800 694.785
72900 695.801
73000 697.813
73100 699.703
73200 698.433
73300 701.93
73400 702.849
73500 704.714
73600 706.82
73700 705.018
73800 706.827
73900 708.074
74000 710.128
74100 710.756
74200 713.509
74300 714.114
74400 715.054
74500 717.545
74600 719.305
74700 720.53
74800 720.273
74900 722.113
75000 723.867
75100 725.677
75200 726.963
75300 727.696
75400 729.843
75500 731.826
75600 732.388
75700 733.82
75800 733.539
75900 734.631
76000 735.604
76100 735.325
76200 737.003
76300 737.212
76400 739.525
76500 740.697
76600 744.339
76700 745.047
76800 747.248
76900 749.442
77000 750.079
77100 751.828
77200 753.783
77300 755.204
77400 755.287
77500 754.83
77600 753.361
77700 753.75
77800 754.414
77900 755.759
78000 755.354
78100 754.764
78200 757.052
78300 757.774
78400 759.094
78500 760.255
78600 761.073
78700 762.612
78800 764.073
78900 764.258
79000 767.393
79100 768.915
79200 770.363
79300 771.52
79400 774.533
79500 777.731
79600 778.827
79700 778.955
79800 776.663
79900 776.187
80000 776.555
80100 777.331
80200 778.917
80300 780.509
80400 781.948
80500 781.96
80600 784.118
80700 787.943
80800 789.396
80900 789.3
81000 789.812
81100 789.891
81200 792.052
81300 795.216
81400 796.405
81500 796.614
81600 796.705
81700 798.542
81800 798.916
81900 801.159
82000 800.311
82100 799.48
82200 801.501
82300 803.939
82400 804.526
82500 805.349
82600 805.394
82700 806.206
82800 805.933
82900 803.909
83000 804.382
83100 804.154
83200 803.848
83300 806.478
83400 807.913
83500 808.379
83600 808.905
83700 808.417
83800 812.3
83900 813.027
84000 817.828
84100 820.489
84200 820.086
84300 820.563
84400 819.904
84500 821.825
84600 820.711
84700 822.471
84800 825.043
84900 828.662
85000 829.364
85100 829.898
85200 832.05
85300 832.202
85400 834.751
85500 835.477
85600 836.217
85700 838.112
85800 840.022
85900 841.08
86000 842.627
86100 844.431
86200 847.903
86300 847.899
86400 848.113
86500 851.017
86600 850.831
86700 851.934
86800 853.742
86900 855.363
87000 856.183
87100 857.701
87200 858.407
87300 860.365
87400 861.708
87500 865.214
87600 865.931
87700 867.598
87800 869.821
87900 870.8
88000 872.688
88100 872.447
88200 875.309
88300 876.505
88400 877.843
88500 880.125
88600 882.228
88700 882.027
88800 882.637
88900 882.208
89000 884.905
89100 884.914
89200 886.799
89300 888.314
89400 889.379
89500 890.536
89600 891.25
89700 890.819
89800 891.627
89900 893.166
90000 891.24
90100 890.48
90200 892.845
90300 895.554
90400 895.11
90500 893.449
90600 894.699
90700 894.989
90800 897.09
90900 899.941
91000 899.758
91100 902.51
91200 902.728
91300 906.133
91400 908.887
91500 911.491
91600 909.425
91700 910.213
91800 909.172
91900 911.837
92000 915.101
92100 914.934
92200 917.328
92300 919.186
92400 917.581
92500 919.036
92600 920.77
92700 920.712
92800 921.694
92900 921.286
93000 921.99
93100 925.204
93200 928.332
93300 930.64
93400 931.035
93500 931.733
93600 932.313
93700 931.982
93800 933.621
93900 934.362
94000 933.802
94100 936.44
94200 937.52
94300 937.676
94400 938.721
94500 939.105
94600 940.221
94700 939.438
94800 940.501
94900 939.969
95000 939.557
95100 941.604
95200 941.117
95300 941.352
95400 940.899
95500 941.961
95600 943.662
95700 943.013
95800 944.879
95900 947.92
96000 949.493
96100 950.794
96200 951.493
96300 951.114
96400 950.851
96500 950.144
96600 951.639
96700 951.122
96800 948.017
96900 948.54
97000 949.823
97100 949.796
97200 951.677
97300 951.676
97400 950.434
97500 949.159
97600 951.062
97700 950.837
97800 952.603
97900 953.718
98000 956.305
98100 957.671
98200 958.323
98300 955.197
98400 953.473
98500 954.588
98600 955.842
98700 955.719
98800 956.831
98900 959.148
99000 962.056
99100 961.947
99200 962.454
99300 963.44
99400 964.085
99500 966.679
99600 968.195
99700 969.379
99800 971.138
99900 971.027
100000 973.995
100100 973.52
100200 971.967
100300 972.835
100400 974.277
100500 975.786
100600 977.628
100700 980.404
100800 983.723
100900 986.794
101000 985.139
101100 986.446
101200 987
101300 987.542
101400 989.863
101500 991.344
101600 993.375
101700 993.252
101800 993.972
101900 995.645
102000 995.912
102100 995.607
102200 995.401
102300 996.149
102400 997.945
102500 999.906
102600 1001.63
102700 1001.14
102800 999.64
102900 1004.43
103000 1004.46
103100 1005.84
103200 1008.09
103300 1009.33
103400 1008.96
103500 1010.6
103600 1011.79
103700 1016.27
103800 1014.15
103900 1013.55
104000 1014.43
104100 1014.69
104200 1018.5
104300 1022.05
104400 1023.12
104500 1023.5
104600 1023.53
104700 1024.14
104800 1025.17
104900 1026.88
105000 1030.02
105100 1030.72
105200 1035.09
105300 1035.01
105400 1036.81
105500 1036.67
105600 1037.11
105700 1036.55
105800 1038.29
105900 1037.98
106000 1039.16
106100 1041.31
106200 1040.59
106300 1041.85
106400 1043.08
106500 1043.05
106600 1043.28
106700 1044.04
106800 1042.37
106900 1044.72
107000 1044.36
107100 1046.2
107200 1048.17
107300 1046.5
107400 1046.91
107500 1046.22
107600 1048.68
107700 1050.74
107800 1052.46
107900 1053.29
108000 1055.01
108100 1056.2
108200 1057.9
108300 1057.28
108400 1059.48
108500 1061.83
108600 1062.13
108700 1063.6
108800 1064.25
108900 1066.12
109000 1068.6
109100 1070.57
109200 1071.45
109300 1072.16
109400 1074.2
109500 1074.89
109600 1073.41
109700 1071.72
109800 1068.76
109900 1073.22
110000 1073.75
110100 1075.36
110200 1077.9
110300 1075.11
110400 1073.66
110500 1073.06
110600 1073.2
110700 1073.05
110800 1075.37
110900 1075.94
111000 1079.08
111100 1079.95
111200 1081.04
111300 1082.4
111400 1082.49
111500 1081.24
111600 1080.78
111700 1081.92
111800 1081.7
111900 1084.41
112000 1084.51
112100 1086.06
112200 1085.52
112300 1086.08
112400 1087.98
112500 1087.3
112600 1085.64
112700 1087.02
112800 1088.65
112900 1091.81
113000 1090.62
113100 1090.85
113200 1094.45
113300 1097.45
113400 1098.56
113500 1097.23
113600 1099.21
113700 1103.2
113800 1104.65
113900 1107.32
114000 1107.77
114100 1107.54
114200 1109.08
114300 1111.84
114400 1114.2
114500 1115.34
114600 1115.1
114700 1115.06
114800 1118.74
114900 1118.92
115000 1120.47
115100 1120.2
115200 1123.02
115300 1126.86
115400 1127.67
115500 1133.45
115600 1133.44
115700 1134.39
115800 1138.74
115900 1139.67
116000 1139.11
116100 1142.43
116200 1141.38
116300 1142.19
116400 1142.43
116500 1143.71
116600 1143.77
116700 1146.27
116800 1148.87
116900 1153.3
117000 1155.14
117100 1155.3
117200 1155.58
117300 1155.91
117400 1156.75
117500 1157.6
117600 1156.8
117700 1157.24
117800 1157.17
117900 1158.68
118000 1160.88
118100 1162.56
118200 1161.67
118300 1162.15
118400 1162.15
118500 1161.98
118600 1163.82
118700 1165.5
118800 1165.76
118900 1167.41
119000 1167.84
119100 1168.64
119200 1167.68
119300 1167.35
119400 1167.03
119500 1168.74
119600 1166.91
119700 1166.69
119800 1167.92
119900 1167.81
120000 1169.17
120100 1169.6
120200 1170.3
120300 1171.48
120400 1170.34
120500 1169.57
120600 1169.72
120700 1170.32
120800 1173.04
120900 1174.95
121000 1176.56
121100 1180.34
121200 1181.51
121300 1182.67
121400 1181.86
121500 1178.83
121600 1180.54
121700 1182.94
121800 1186.88
121900 1188.6
122000 1190.63
122100 1189.76
122200 1190.36
122300 1193.68
122400 1192.15
122500 1193.49
122600 1197.34
122700 1198.59
122800 1198.61
122900 1198.66
123000 1201.37
123100 1200.63
123200 1203.86
123300 1205.35
123400 1206.35
123500 1206.49
123600 1207.87
123700 1209.38
123800 1211.11
123900 1210.81
124000 1212.43
124100 1213.36
124200 1211.19
124300 1211.83
124400 1211.4
124500 1211.33
124600 1213.8
124700 1214.98
124800 1215.83
124900 1218.31
125000 1220.55
125100 1220.71
125200 1219.43
125300 1217.98
125400 1217.76
125500 1220.13
125600 1219.25
125700 1222.26
125800 1222.76
125900 1224.8
126000 1225.13
126100 1223.51
126200 1224.74
126300 1228.83
126400 1230.27
126500 1231.05
126600 1233.48
126700 1235.59
126800 1234.17
126900 1237.79
127000 1241.69
127100 1243.63
127200 1242.5
127300 1246.82
127400 1246
127500 1246.2
127600 1248.96
127700 1250.65
127800 1254.24
127900 1253.91
128000 1257.22
128100 1258.68
128200 1261.77
128300 1260.28
128400 1261.23
128500 1263.1
128600 1264.5
128700 1265.34
128800 1265.47
128900 1269.82
129000 1273.56
129100 1278.58
129200 1277.94
129300 1275.44
129400 1273.7
129500 1274.94
129600 1276.68
129700 1276.71
129800 1276.9
129900 1278.07
130000 1278.36
130100 1280.76
130200 1279.89
130300 1280.51
130400 1281.26
130500 1280.7
130600 1279.57
130700 1280.64
130800 1282.97
130900 1285.18
131000 1284.97
131100 1286.37
131200 1287.35
131300 1287.52
131400 1289.27
131500 1290.34
131600 1293.9
131700 1294.63
131800 1295.2
131900 1296.31
132000 1299.25
132100 1302.76
132200 1304.75
132300 1304.12
132400 1305.41
132500 1306.95
132600 1306.54
132700 1307.17
132800 1307.15
132900 1306.57
133000 1304.26
133100 1303.71
133200 1304.01
133300 1307.36
133400 1311.68
133500 1315.49
133600 1316.41
133700 1317.93
133800 1320.38
133900 1322
134000 1322.33
134100 1323.8
134200 1325.53
134300 1326.24
134400 1328.95
134500 1331.96
134600 1330.97
134700 1330.65
134800 1331.26
134900 1334.18
135000 1334.46
135100 1337.57
135200 1338.37
135300 1335.39
135400 1337.98
135500 1338.63
135600 1341.06
135700 1336.3
135800 1337.21
135900 1339.33
136000 1343.09
136100 1340.55
136200 1339.4
136300 1340.02
136400 1340.28
136500 1341.18
136600 1339.98
136700 1340.45
136800 1340.28
136900 1341.24
137000 1344.68
137100 1348.07
137200 1344.18
137300 1346.2
137400 1347.5
137500 1348.14
137600 1348.48
137700 1348.71
137800 1350.32
137900 1354.13
138000 1356.73
138100 1360.95
138200 1362.08
138300 1362.66
138400 1364.68
138500 1363.36
138600 1363.37
138700 1365.46
138800 1363.67
138900 1364.29
139000 1363.11
139100 1363.79
139200 1361.57
139300 1360.57
139400 1360.6
139500 1360.46
139600 1357.78
139700 1358.22
139800 1354.66
139900 1355.59
140000 1356.18
140100 1357.47
140200 1361.41
140300 1361.81
140400 1359.92
140500 1357.97
140600 1358.06
140700 1358.24
140800 1358.49
140900 1361.26
141000 1360.9
141100 1361.92
141200 1363.67
141300 1365.54
141400 1366.96
141500 1366.95
141600 1368.59
141700 1366.65
141800 1365.7
141900 1366.98
142000 1368.57
142100 1370.38
142200 1370.22
142300 1371.54
142400 1371.15
142500 1373.91
142600 1374.54
142700 1373.16
142800 1373.49
142900 1372.05
143000 1375.37
143100 1376.88
143200 1381.98
143300 1384.64
143400 1384.62
143500 1385.09
143600 1386.38
143700 1387.49
143800 1386.97
143900 1383
144000 1381.87
144100 1380.83
144200 1382.66
144300 1383.23
144400 1382.15
144500 1379.24
144600 1381.62
144700 1383.9
144800 1385.29
144900 1383.24
145000 1383.15
145100 1385.92
145200 1385.04
145300 1383.3
145400 1380.63
145500 1379
145600 1379.16
145700 1377.49
145800 1379.45
145900 1378.92
146000 1380.14
146100 1381.54
146200 1379.36
146300 1381.93
146400 1383.02
146500 1379.5
146600 1380.42
146700 1380.7
146800 1380.72
146900 1378.44
147000 1377.99
147100 1381.37
147200 1382.73
147300 1386.07
147400 1388.22
147500 1388.6
147600 1388.99
147700 1391.36
147800 1393.55
147900 1392.81
148000 1390.71
148100 1389.55
148200 1389.22
148300 1390.19
148400 1396.15
148500 1397.99
148600 1400.15
148700 1401.3
148800 1404.39
148900 1407.27
149000 1408.29
149100 1407.89
149200 1409.55
149300 1410.32
149400 1410.43
149500 1412.26
149600 1416.36
149700 1414.8
149800 1415.41
149900 1417.29
150000 1417.88
150100 1420.36
150200 1419.11
150300 1421.16
150400 1419.57
150500 1420.78
150600 1417.68
150700 1414.86
150800 1414.49
150900 1415.06
151000 1415.58
151100 1416.59
151200 1419.07
151300 1417.88
151400 1419.36
151500 1418.76
151600 1421.28
151700 1424.1
151800 1425.42
151900 1427.56
152000 1429.86
152100 1433.24
152200 1435.47
152300 1435.08
152400 1431.22
152500 1432.1
152600 1432.81
152700 1435.74
152800 1440.45
152900 1442.06
153000 1445.53
153100 1447.14
153200 1447.1
153300 1446.74
153400 1447.08
153500 1448.36
153600 1450.39
153700 1450.69
153800 1450.13
153900 1449.8
154000 1453.35
154100 1458.74
154200 1458.01
154300 1458.51
154400 1459.41
154500 1459.16
154600 1461.79
154700 1463.95
154800 1464.27
154900 1466.04
155000 1469.12
155100 1471.65
155200 1475.34
155300 1477.05
155400 1480.54
155500 1482.72
155600 1483.96
155700 1486.81
155800 1485.18
155900 1483.92
156000 1483.24
156100 1483.25
156200 1484.86
156300 1486.87
156400 1486.5
156500 1487.34
156600 1489.51
156700 1489.22
156800 1490.56
156900 1489.77
157000 1493.63
157100 1495.29
157200 1495.98
157300 1500.08
157400 1501.1
157500 1501.36
157600 1502.73
157700 1504.44
157800 1504.67
157900 1505.27
158000 1506.26
158100 1508.89
158200 1511.38
158300 1512.86
158400 1515.27
158500 1516.48
158600 1517.47
158700 1521.05
158800 1520.95
158900 1518.97
159000 1519.37
159100 1519.22
159200 1518.34
159300 1518.06
159400 1519.9
159500 1521.72
159600 1522.96
159700 1522.7
159800 1520.52
159900 1518.81
160000 1519.74
160100 1520.88
160200 1526.02
160300 1527.98
160400 1527.04
160500 1526.86
160600 1527.56
160700 1531.88
160800 1534.06
160900 1535.66
161000 1538.77
161100 1538.95
161200 1536.48
161300 1534.42
161400 1537.62
161500 1542.16
161600 1539.11
161700 1539.96
161800 1540.15
161900 1537.74
162000 1539.94
162100 1542.77
162200 1544.69
162300 1545.65
162400 1542.49
162500 1542.6
162600 1547.05
162700 1548.14
162800 1548.97
162900 1551.19
163000 1551.9
163100 1550.29
163200 1550.46
163300 1549.88
163400 1550.95
163500 1552.58
163600 1552.45
163700 1554.76
163800 1558.95
163900 1562.49
164000 1563.5
164100 1565.84
164200 1566.13
164300 1567.52
164400 1567.47
164500 1569.28
164600 1571.41
164700 1576.16
164800 1576.18
164900 1575.36
165000 1577.94
165100 1579.47
165200 1578.86
165300 1579.76
165400 1579.14
165500 1581.41
165600 1582.75
165700 1583.45
165800 1581.6
165900 1581.52
166000 1583.56
166100 1584.7
166200 1586.21
166300 1587.3
166400 1586.74
166500 1586.49
166600 1589.22
166700 1593.09
166800 1592.66
166900 1592.45
167000 1595.17
167100 1595.03
167200 1597.5
167300 1598.71
167400 1601.72
167500 1601.04
167600 1599.6
167700 1600.9
167800 1602.69
167900 1603.64
168000 1603.49
168100 1603.06
168200 1601.33
168300 1603.71
168400 1602.9
168500 1606.14
168600 1603.52
168700 1601.39
168800 1601.4
168900 1605.92
169000 1608.68
169100 1609.29
169200 1611.31
169300 1611.15
169400 1613.66
169500 1615.16
169600 1616.74
169700 1616.99
169800 1616.41
169900 1617.09
170000 1622.26
170100 1627.31
170200 1630.7
170300 1630.58
170400 1631.93
170500 1631.41
170600 1631.44
170700 1629.92
170800 1629.4
170900 1630.61
171000 1633.77
171100 1634.38
171200 1636.27
171300 1637.91
171400 1640.86
171500 1641.94
171600 1644.65
171700 1646.17
171800 1649.61
171900 1650.63
172000 1650.04
172100 1650.36
172200 1652.64
172300 1654.16
172400 1655.8
172500 1656.3
172600 1656.57
172700 1657.06
172800 1652.91
172900 1653.63
173000 1654.2
173100 1654.51
173200 1656.31
173300 1658.21
173400 1661.19
173500 1661.72
173600 1661.66
173700 1662.56
173800 1665.09
173900 1666.32
174000 1671.61
174100 1675.2
174200 1678.49
174300 1680.24
174400 1680.97
174500 1681.72
174600 1683.49
174700 1684.55
174800 1685.7
174900 1690.91
175000 1690.18
175100 1691.54
175200 1694.28
175300 1694.28
175400 1695.75
175500 1696.9
175600 1696.99
175700 1697
175800 1699.84
175900 1698.6
176000 1703.12
176100 1702.22
176200 1705.27
176300 1706.7
176400 1709.48
176500 1706.88
176600 1708.59
176700 1709.98
176800 1713.08
176900 1714.28
177000 1717.17
177100 1718.19
177200 1720.19
177300 1722.97
177400 1724.01
177500 1725.39
177600 1728.16
177700 1732.1
177800 1735.58
177900 1736.66
178000 1734.62
178100 1734.85
178200 1736.84
178300 1739.4
178400 1740.54
178500 1744.51
178600 1747.71
178700 1749.73
178800 1749.14
178900 1744.88
179000 1746.62
179100 1746.43
179200 1745.73
179300 1746.04
179400 1749.52
179500 1750.45
179600 1752.62
179700 1756.21
179800 1756.22
179900 1759.64
180000 1760.82
180100 1763.16
180200 1759.81
180300 1758.77
180400 1754.53
180500 1754.19
180600 1754.93
180700 1756.41
180800 1757.45
180900 1760.68
181000 1760.26
181100 1760.5
181200 1759.86
181300 1762.65
181400 1767.38
181500 1774.83
181600 1775.03
181700 1776.24
181800 1778.07
181900 1781
182000 1778.43
182100 1776.76
182200 1778.16
182300 1779.55
182400 1779.45
182500 1781.52
182600 1783.54
182700 1784.13
182800 1787.34
182900 1788.23
183000 1792
183100 1793.42
183200 1795.73
183300 1799.23
183400 1799.98
183500 1799.06
183600 1799.6
183700 1800.82
183800 1800.82
183900 1802.35
184000 1803.57
184100 1806.07
184200 1811.14
184300 1815.68
184400 1815.6
184500 1818.18
184600 1818.59
184700 1820.92
184800 1822.3
184900 1820.18
185000 1824.27
185100 1821.74
185200 1821.05
185300 1821.47
185400 1821.24
185500 1822.79
185600 1820.76
185700 1820.39
185800 1823.43
185900 1821.71
186000 1819.95
